Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
2670,West Dennis,MA,41.659749,-70.17089,-5,1,"41.659749, -70.17089"
1301,Greenfield,MA,42.605524,-72.60098,-5,1,"42.605524, -72.60098"
1560,South Grafton,MA,42.177462,-71.69382,-5,1,"42.177462, -71.69382"
1730,Bedford,MA,42.496679,-71.27504,-5,1,"42.496679, -71.27504"
1983,Topsfield,MA,42.642471,-70.94424,-5,1,"42.642471, -70.94424"
1035,Hadley,MA,42.35549,-72.5733,-5,1,"42.35549, -72.5733"
2051,Marshfield Hills,MA,42.151202,-70.734146,-5,1,"42.151202, -70.734146"
1266,West Stockbridge,MA,42.328535,-73.36407,-5,1,"42.328535, -73.36407"
1545,Shrewsbury,MA,42.286643,-71.72502,-5,1,"42.286643, -71.72502"
2714,Dartmouth,MA,41.756214,-71.067062,-5,1,"41.756214, -71.067062"
2766,Norton,MA,41.969185,-71.1854,-5,1,"41.969185, -71.1854"
1702,Framingham,MA,42.283995,-71.42161,-5,1,"42.283995, -71.42161"
1041,Holyoke,MA,42.170731,-72.604842,-5,1,"42.170731, -72.604842"
1747,Hopedale,MA,42.125536,-71.53662,-5,1,"42.125536, -71.53662"
2141,Cambridge,MA,42.370519,-71.08443,-5,1,"42.370519, -71.08443"
1504,Blackstone,MA,42.028147,-71.52999,-5,1,"42.028147, -71.52999"
2216,Boston,MA,42.338947,-70.919635,-5,1,"42.338947, -70.919635"
1033,Granby,MA,42.254563,-72.51831,-5,1,"42.254563, -72.51831"
2472,Watertown,MA,42.371296,-71.18196,-5,1,"42.371296, -71.18196"
2169,Quincy,MA,42.250739,-70.99593,-5,1,"42.250739, -70.99593"
2375,South Easton,MA,42.029749,-71.10191,-5,1,"42.029749, -71.10191"
2639,Dennis Port,MA,41.661115,-70.13348,-5,1,"41.661115, -70.13348"
2382,Whitman,MA,42.08235,-70.93734,-5,1,"42.08235, -70.93734"
2719,Fairhaven,MA,41.634152,-70.8814,-5,1,"41.634152, -70.8814"
2126,Mattapan,MA,42.272098,-71.09426,-5,1,"42.272098, -71.09426"
2769,Rehoboth,MA,41.835067,-71.26115,-5,1,"41.835067, -71.26115"
1094,Wheelwright,MA,42.358201,-72.140846,-5,1,"42.358201, -72.140846"
2361,Plymouth,MA,41.970474,-70.701357,-5,1,"41.970474, -70.701357"
1752,Marlborough,MA,42.350909,-71.54753,-5,1,"42.350909, -71.54753"
2139,Cambridge,MA,42.364347,-71.10431,-5,1,"42.364347, -71.10431"
2305,Brockton,MA,41.970474,-70.701357,-5,1,"41.970474, -70.701357"
2407,Scituate,MA,42.136086,-70.688251,-5,1,"42.136086, -70.688251"
1938,Ipswich,MA,42.682965,-70.84007,-5,1,"42.682965, -70.84007"
1007,Belchertown,MA,42.278424,-72.411,-5,1,"42.278424, -72.411"
2146,Brookline,MA,42.308198,-71.088745,-5,1,"42.308198, -71.088745"
2344,Middleboro,MA,41.970474,-70.701357,-5,1,"41.970474, -70.701357"
1929,Essex,MA,42.631753,-70.77925,-5,1,"42.631753, -70.77925"
2724,Fall River,MA,41.684152,-71.17436,-5,1,"41.684152, -71.17436"
1746,Holliston,MA,42.196065,-71.43797,-5,1,"42.196065, -71.43797"
1253,Otis,MA,42.198403,-73.10205,-5,1,"42.198403, -73.10205"
1462,Lunenburg,MA,42.582839,-71.72051,-5,1,"42.582839, -71.72051"
2641,East Dennis,MA,41.734713,-70.20467,-5,1,"41.734713, -70.20467"
2669,West Chatham,MA,41.673635,-69.99494,-5,1,"41.673635, -69.99494"
1515,East Brookfield,MA,42.212777,-72.05311,-5,1,"42.212777, -72.05311"
2113,Boston,MA,42.365028,-71.05636,-5,1,"42.365028, -71.05636"
1856,Lowell,MA,42.641779,-71.303488,-5,1,"42.641779, -71.303488"
1569,Uxbridge,MA,42.064978,-71.62992,-5,1,"42.064978, -71.62992"
2359,Pembroke,MA,42.065554,-70.80426,-5,1,"42.065554, -70.80426"
2663,South Wellfleet,MA,41.800531,-70.076776,-5,1,"41.800531, -70.076776"
1529,Millville,MA,42.036396,-71.57798,-5,1,"42.036396, -71.57798"
2136,Hyde Park,MA,42.252198,-71.12593,-5,1,"42.252198, -71.12593"
2651,North Eastham,MA,41.824264,-69.98176,-5,1,"41.824264, -69.98176"
1302,Greenfield,MA,42.522178,-72.624164,-5,1,"42.522178, -72.624164"
1750,Natick,MA,42.273817,-71.378157,-5,1,"42.273817, -71.378157"
2059,North Marshfield,MA,41.970474,-70.701357,-5,1,"41.970474, -70.701357"
1242,Lenox Dale,MA,42.336557,-73.24599,-5,1,"42.336557, -73.24599"
1841,Lawrence,MA,42.71159,-71.16667,-5,1,"42.71159, -71.16667"
2062,Norwood,MA,42.185974,-71.20166,-5,1,"42.185974, -71.20166"
2364,Kingston,MA,41.993102,-70.73827,-5,1,"41.993102, -70.73827"
1913,Amesbury,MA,42.854423,-70.93547,-5,1,"42.854423, -70.93547"
1081,Wales,MA,42.058024,-72.22517,-5,1,"42.058024, -72.22517"
2341,Hanson,MA,42.059434,-70.86205,-5,1,"42.059434, -70.86205"
2747,North Dartmouth,MA,41.637916,-70.99076,-5,1,"41.637916, -70.99076"
2154,Waltham,MA,42.388938,-71.2398,-5,1,"42.388938, -71.2398"
2176,Melrose,MA,42.459045,-71.06233,-5,1,"42.459045, -71.06233"
1258,South Egremont,MA,42.103122,-73.45734,-5,1,"42.103122, -73.45734"
2159,Newton,MA,42.316097,-71.191248,-5,1,"42.316097, -71.191248"
2633,Chatham,MA,41.686534,-69.97746,-5,1,"41.686534, -69.97746"
1032,Goshen,MA,42.45792,-72.81551,-5,1,"42.45792, -72.81551"
1568,Upton,MA,42.17382,-71.60971,-5,1,"42.17382, -71.60971"
2210,Boston,MA,42.347974,-71.04463,-5,1,"42.347974, -71.04463"
2643,East Orleans,MA,41.784308,-69.962034,-5,1,"41.784308, -69.962034"
2175,Arlington Heights,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
1890,Winchester,MA,42.451945,-71.14276,-5,1,"42.451945, -71.14276"
2055,Minot,MA,41.970474,-70.701357,-5,1,"41.970474, -70.701357"
2465,West Newton,MA,42.351046,-71.22677,-5,1,"42.351046, -71.22677"
2735,Easton,MA,41.999346,-71.113582,-5,1,"41.999346, -71.113582"
2745,New Bedford,MA,41.692806,-70.93264,-5,1,"41.692806, -70.93264"
2148,Malden,MA,42.428549,-71.06059,-5,1,"42.428549, -71.06059"
1338,Buckland,MA,42.569498,-72.802,-5,1,"42.569498, -72.802"
1374,Charlemont,MA,42.636459,-72.798742,-5,1,"42.636459, -72.798742"
2379,West Bridgewater,MA,42.02195,-71.01878,-5,1,"42.02195, -71.01878"
2297,Boston,MA,42.338947,-70.919635,-5,1,"42.338947, -70.919635"
2322,Avon,MA,42.121932,-71.04522,-5,1,"42.121932, -71.04522"
2661,South Harwich,MA,41.675799,-70.0396,-5,1,"41.675799, -70.0396"
1887,Wilmington,MA,42.558576,-71.17031,-5,1,"42.558576, -71.17031"
1203,Pittsfield,MA,42.3929,-73.228483,-5,1,"42.3929, -73.228483"
1005,Barre,MA,42.412094,-72.10443,-5,1,"42.412094, -72.10443"
2770,Rochester,MA,41.760783,-70.83848,-5,1,"41.760783, -70.83848"
2462,Newton Lower Falls,MA,42.331646,-71.25761,-5,1,"42.331646, -71.25761"
2453,Waltham,MA,42.370446,-71.23563,-5,1,"42.370446, -71.23563"
1464,Shirley,MA,42.559289,-71.64555,-5,1,"42.559289, -71.64555"
2167,Chestnut Hill,MA,42.320797,-71.169847,-5,1,"42.320797, -71.169847"
2475,Arlington Heights,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
2601,Hyannis,MA,41.654741,-70.2895,-5,1,"41.654741, -70.2895"
1971,Salem,MA,42.635443,-70.879123,-5,1,"42.635443, -70.879123"
2762,Plainville,MA,42.011848,-71.32392,-5,1,"42.011848, -71.32392"
2188,Weymouth,MA,42.212866,-70.95872,-5,1,"42.212866, -70.95872"
1378,Warwick,MA,42.667152,-72.32729,-5,1,"42.667152, -72.32729"
1503,Berlin,MA,42.380562,-71.62665,-5,1,"42.380562, -71.62665"
1040,Holyoke,MA,42.201891,-72.6242,-5,1,"42.201891, -72.6242"
1534,Northbridge,MA,42.140741,-71.64376,-5,1,"42.140741, -71.64376"
1778,Wayland,MA,42.345583,-71.35643,-5,1,"42.345583, -71.35643"
1930,Gloucester,MA,42.624015,-70.67552,-5,1,"42.624015, -70.67552"
2152,Winthrop,MA,42.373047,-70.97803,-5,1,"42.373047, -70.97803"
2790,Westport,MA,41.602517,-71.08904,-5,1,"41.602517, -71.08904"
2673,West Yarmouth,MA,41.656883,-70.23726,-5,1,"41.656883, -70.23726"
2551,Oak Bluffs,MA,41.453321,-70.558023,-5,1,"41.453321, -70.558023"
1822,Billerica,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
2571,Wareham,MA,41.751554,-70.71059,-5,1,"41.751554, -70.71059"
1393,Whately,MA,42.459814,-72.593626,-5,1,"42.459814, -72.593626"
1468,Templeton,MA,42.557796,-72.06824,-5,1,"42.557796, -72.06824"
2739,Mattapoisett,MA,41.654776,-70.80087,-5,1,"41.654776, -70.80087"
1259,Southfield,MA,42.0645,-73.24674,-5,1,"42.0645, -73.24674"
2362,Plymouth,MA,41.970474,-70.701357,-5,1,"41.970474, -70.701357"
2477,Watertown,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
1441,Gardner,MA,42.364807,-71.896868,-5,1,"42.364807, -71.896868"
2761,North Attleboro,MA,41.756214,-71.067062,-5,1,"41.756214, -71.067062"
1201,Pittsfield,MA,42.45384,-73.254,-5,1,"42.45384, -73.254"
2445,Brookline,MA,42.324397,-71.13933,-5,1,"42.324397, -71.13933"
2065,Ocean Bluff,MA,42.097219,-70.651567,-5,1,"42.097219, -70.651567"
1070,Plainfield,MA,42.515853,-72.91661,-5,1,"42.515853, -72.91661"
2195,Newton,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
1803,Burlington,MA,42.506362,-71.20008,-5,1,"42.506362, -71.20008"
2744,New Bedford,MA,41.610754,-70.91453,-5,1,"41.610754, -70.91453"
1521,Holland,MA,42.054676,-72.16137,-5,1,"42.054676, -72.16137"
1367,Rowe,MA,42.694883,-72.90962,-5,1,"42.694883, -72.90962"
1601,Worcester,MA,42.265275,-71.879415,-5,1,"42.265275, -71.879415"
1845,North Andover,MA,42.683841,-71.11171,-5,1,"42.683841, -71.11171"
1026,Cummington,MA,42.465041,-72.91813,-5,1,"42.465041, -72.91813"
2332,Duxbury,MA,42.031371,-70.70105,-5,1,"42.031371, -70.70105"
1843,Lawrence,MA,42.691091,-71.16078,-5,1,"42.691091, -71.16078"
2187,Milton Village,MA,42.180048,-71.08923,-5,1,"42.180048, -71.08923"
2783,Taunton,MA,41.756214,-71.067062,-5,1,"41.756214, -71.067062"
1772,Southborough,MA,42.297643,-71.53369,-5,1,"42.297643, -71.53369"
2541,Falmouth,MA,41.799312,-70.308662,-5,1,"41.799312, -70.308662"
1430,Ashburnham,MA,42.658768,-71.93287,-5,1,"42.658768, -71.93287"
1432,Ayer,MA,42.549821,-71.59136,-5,1,"42.549821, -71.59136"
2151,Revere,MA,42.416247,-71.00525,-5,1,"42.416247, -71.00525"
1093,Whately,MA,42.442673,-72.652511,-5,1,"42.442673, -72.652511"
1867,Reading,MA,42.52585,-71.10993,-5,1,"42.52585, -71.10993"
1654,Worcester,MA,42.364807,-71.896868,-5,1,"42.364807, -71.896868"
2576,West Wareham,MA,41.776042,-70.75783,-5,1,"41.776042, -70.75783"
1069,Palmer,MA,42.176401,-72.32646,-5,1,"42.176401, -72.32646"
2181,Wellesley,MA,42.300596,-71.27875,-5,1,"42.300596, -71.27875"
1603,Worcester,MA,42.240526,-71.83776,-5,1,"42.240526, -71.83776"
1821,Billerica,MA,42.54805,-71.25054,-5,1,"42.54805, -71.25054"
2108,Boston,MA,42.357903,-71.06408,-5,1,"42.357903, -71.06408"
2132,West Roxbury,MA,42.279432,-71.1598,-5,1,"42.279432, -71.1598"
1562,Spencer,MA,42.247212,-71.99227,-5,1,"42.247212, -71.99227"
2537,East Sandwich,MA,41.733837,-70.43754,-5,1,"41.733837, -70.43754"
2595,West Tisbury,MA,41.381585,-70.66351,-5,1,"41.381585, -70.66351"
2101,Boston,MA,42.370567,-71.026964,-5,1,"42.370567, -71.026964"
1880,Wakefield,MA,42.501345,-71.07132,-5,1,"42.501345, -71.07132"
2050,Marshfield,MA,42.109763,-70.69172,-5,1,"42.109763, -70.69172"
2161,Newton,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
1012,Chesterfield,MA,42.390836,-72.84356,-5,1,"42.390836, -72.84356"
1915,Beverly,MA,42.560995,-70.8757,-5,1,"42.560995, -70.8757"
2654,Nantucket,MA,41.543967,-69.987203,-5,1,"41.543967, -69.987203"
2133,Boston,MA,42.338947,-70.919635,-5,1,"42.338947, -70.919635"
2563,Sandwich,MA,41.735645,-70.48866,-5,1,"41.735645, -70.48866"
2637,Cummaquid,MA,41.701438,-70.277212,-5,1,"41.701438, -70.277212"
2638,Dennis,MA,41.736684,-70.19183,-5,1,"41.736684, -70.19183"
2763,Attleboro Falls,MA,41.967949,-71.31024,-5,1,"41.967949, -71.31024"
2117,Boston,MA,42.338947,-70.919635,-5,1,"42.338947, -70.919635"
2657,Provincetown,MA,42.053355,-70.18947,-5,1,"42.053355, -70.18947"
2052,Medfield,MA,42.185571,-71.30476,-5,1,"42.185571, -71.30476"
2072,Stoughton,MA,42.125432,-71.10627,-5,1,"42.125432, -71.10627"
2446,Brookline,MA,42.344747,-71.12141,-5,1,"42.344747, -71.12141"
1531,New Braintree,MA,42.317121,-72.12248,-5,1,"42.317121, -72.12248"
2127,Boston,MA,42.33499,-71.04562,-5,1,"42.33499, -71.04562"
2456,New Town,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
1477,Winchendon Springs,MA,42.364807,-71.896868,-5,1,"42.364807, -71.896868"
2370,Rockland,MA,42.129513,-70.91189,-5,1,"42.129513, -70.91189"
1030,Feeding Hills,MA,42.070774,-72.67248,-5,1,"42.070774, -72.67248"
1605,Worcester,MA,42.286543,-71.78846,-5,1,"42.286543, -71.78846"
1066,North Hatfield,MA,42.406697,-72.633901,-5,1,"42.406697, -72.633901"
1520,Holden,MA,42.338962,-71.84434,-5,1,"42.338962, -71.84434"
1264,Tyringham,MA,42.224905,-73.20394,-5,1,"42.224905, -73.20394"
1832,Haverhill,MA,42.781357,-71.11023,-5,1,"42.781357, -71.11023"
1037,Hardwick,MA,42.374202,-72.19524,-5,1,"42.374202, -72.19524"
2114,Boston,MA,42.361792,-71.06774,-5,1,"42.361792, -71.06774"
1740,Bolton,MA,42.437086,-71.61266,-5,1,"42.437086, -71.61266"
2712,Chartley,MA,41.756214,-71.067062,-5,1,"41.756214, -71.067062"
2153,Medford,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
2405,Brockton,MA,41.970474,-70.701357,-5,1,"41.970474, -70.701357"
2123,Boston,MA,42.338947,-70.919635,-5,1,"42.338947, -70.919635"
2325,Bridgewater,MA,41.98725,-70.972786,-5,1,"41.98725, -70.972786"
2093,Wrentham,MA,42.0597,-71.34617,-5,1,"42.0597, -71.34617"
1931,Gloucester,MA,42.635443,-70.879123,-5,1,"42.635443, -70.879123"
2106,Boston,MA,42.354318,-71.073449,-5,1,"42.354318, -71.073449"
2458,Newton,MA,42.354727,-71.18809,-5,1,"42.354727, -71.18809"
2339,Hanover,MA,42.12867,-70.85913,-5,1,"42.12867, -70.85913"
1467,Still River,MA,42.488666,-71.62412,-5,1,"42.488666, -71.62412"
2543,Woods Hole,MA,41.526791,-70.66505,-5,1,"41.526791, -70.66505"
1833,Georgetown,MA,42.729437,-70.98291,-5,1,"42.729437, -70.98291"
2646,Harwich Port,MA,41.669219,-70.07419,-5,1,"41.669219, -70.07419"
2199,Boston,MA,42.34713,-71.08234,-5,1,"42.34713, -71.08234"
1451,Harvard,MA,42.505928,-71.5888,-5,1,"42.505928, -71.5888"
2168,Waban,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
2447,Brookline Village,MA,42.180048,-71.08923,-5,1,"42.180048, -71.08923"
2575,West Tisbury,MA,41.378807,-70.66376,-5,1,"41.378807, -70.66376"
2723,Fall River,MA,41.691369,-71.13234,-5,1,"41.691369, -71.13234"
1566,Sturbridge,MA,42.104581,-72.08584,-5,1,"42.104581, -72.08584"
2347,Lakeville,MA,41.835094,-70.95973,-5,1,"41.835094, -70.95973"
2534,Cataumet,MA,41.66566,-70.616,-5,1,"41.66566, -70.616"
1036,Hampden,MA,42.064703,-72.41735,-5,1,"42.064703, -72.41735"
1427,Westborough,MA,42.286575,-71.585753,-5,1,"42.286575, -71.585753"
1775,Stow,MA,42.423882,-71.51086,-5,1,"42.423882, -71.51086"
1238,Lee,MA,42.299263,-73.2327,-5,1,"42.299263, -73.2327"
2149,Everett,MA,42.409916,-71.0522,-5,1,"42.409916, -71.0522"
1231,Sheffield,MA,42.153001,-73.298131,-5,1,"42.153001, -73.298131"
2090,Westwood,MA,42.212949,-71.20735,-5,1,"42.212949, -71.20735"
2464,Newton Upper Falls,MA,42.311997,-71.22046,-5,1,"42.311997, -71.22046"
1009,Bondsville,MA,42.206092,-72.340486,-5,1,"42.206092, -72.340486"
2647,Hyannis Port,MA,41.63275,-70.30435,-5,1,"41.63275, -70.30435"
1540,Oxford,MA,42.117527,-71.8657,-5,1,"42.117527, -71.8657"
2779,Berkley,MA,41.825252,-71.07799,-5,1,"41.825252, -71.07799"
1888,Woburn,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
2459,Newton Center,MA,42.321197,-71.193,-5,1,"42.321197, -71.193"
2454,Waltham,MA,42.356719,-71.250479,-5,1,"42.356719, -71.250479"
1776,Sudbury,MA,42.38532,-71.42989,-5,1,"42.38532, -71.42989"
2135,Brighton,MA,42.348418,-71.15349,-5,1,"42.348418, -71.15349"
2715,Dighton,MA,41.811514,-71.13633,-5,1,"41.811514, -71.13633"
1876,Tewksbury,MA,42.601684,-71.22071,-5,1,"42.601684, -71.22071"
1460,Littleton,MA,42.540052,-71.49085,-5,1,"42.540052, -71.49085"
1068,Oakham,MA,42.349769,-72.04413,-5,1,"42.349769, -72.04413"
2702,Assonet,MA,41.792192,-71.06446,-5,1,"41.792192, -71.06446"
1243,Middlefield,MA,42.356088,-73.010448,-5,1,"42.356088, -73.010448"
1056,Ludlow,MA,42.174893,-72.47068,-5,1,"42.174893, -72.47068"
1453,Leominster,MA,42.526523,-71.75358,-5,1,"42.526523, -71.75358"
2303,Brockton,MA,41.970474,-70.701357,-5,1,"41.970474, -70.701357"
2457,Babson Park,MA,42.180048,-71.08923,-5,1,"42.180048, -71.08923"
5501,Andover,MA,42.647191,-71.184202,-5,1,"42.647191, -71.184202"
1815,Woburn,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
1840,Lawrence,MA,42.706941,-71.16181,-5,1,"42.706941, -71.16181"
2112,Boston,MA,42.338947,-70.919635,-5,1,"42.338947, -70.919635"
2549,Mashpee,MA,41.621779,-70.504349,-5,1,"41.621779, -70.504349"
1452,Hubbardston,MA,42.477515,-71.99654,-5,1,"42.477515, -71.99654"
2026,Dedham,MA,42.244609,-71.16553,-5,1,"42.244609, -71.16553"
2160,Newton,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
1106,Longmeadow,MA,42.050395,-72.5712,-5,1,"42.050395, -72.5712"
1541,Princeton,MA,42.451569,-71.882,-5,1,"42.451569, -71.882"
2381,White Horse Beach,MA,41.931602,-70.561051,-5,1,"41.931602, -70.561051"
2630,Barnstable,MA,41.700327,-70.29568,-5,1,"41.700327, -70.29568"
1061,Northampton,MA,42.369562,-72.63599,-5,1,"42.369562, -72.63599"
1473,Westminster,MA,42.544622,-71.9021,-5,1,"42.544622, -71.9021"
2471,Watertown,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
2066,Scituate,MA,42.205038,-70.7513,-5,1,"42.205038, -70.7513"
2368,Randolph,MA,42.173417,-71.04912,-5,1,"42.173417, -71.04912"
2180,Stoneham,MA,42.480145,-71.09835,-5,1,"42.480145, -71.09835"
2564,Siasconset,MA,41.273949,-70.015545,-5,1,"41.273949, -70.015545"
2403,Brockton,MA,41.970474,-70.701357,-5,1,"41.970474, -70.701357"
2644,Forestdale,MA,41.683462,-70.51211,-5,1,"41.683462, -70.51211"
1376,Turners Falls,MA,42.609425,-72.54438,-5,1,"42.609425, -72.54438"
1526,Manchaug,MA,42.364807,-71.896868,-5,1,"42.364807, -71.896868"
1852,Lowell,MA,42.634112,-71.29849,-5,1,"42.634112, -71.29849"
1379,Wendell,MA,42.547274,-72.41724,-5,1,"42.547274, -72.41724"
1102,Springfield,MA,42.170731,-72.604842,-5,1,"42.170731, -72.604842"
1224,Berkshire,MA,42.3929,-73.228483,-5,1,"42.3929, -73.228483"
1824,Chelmsford,MA,42.595491,-71.3544,-5,1,"42.595491, -71.3544"
1749,Hudson,MA,42.389813,-71.55791,-5,1,"42.389813, -71.55791"
1899,Andover,MA,42.635443,-70.879123,-5,1,"42.635443, -70.879123"
2293,Boston,MA,42.338947,-70.919635,-5,1,"42.338947, -70.919635"
2337,Elmwood,MA,42.022225,-70.931588,-5,1,"42.022225, -70.931588"
1075,South Hadley,MA,42.234891,-72.58243,-5,1,"42.234891, -72.58243"
1585,West Brookfield,MA,42.242965,-72.16734,-5,1,"42.242965, -72.16734"
2170,Quincy,MA,42.267049,-71.01834,-5,1,"42.267049, -71.01834"
1008,Blandford,MA,42.174313,-72.94828,-5,1,"42.174313, -72.94828"
1475,Winchendon,MA,42.675441,-72.0467,-5,1,"42.675441, -72.0467"
1944,Manchester,MA,42.580033,-70.76462,-5,1,"42.580033, -70.76462"
2156,West Medford,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
1235,Hinsdale,MA,42.433661,-73.09278,-5,1,"42.433661, -73.09278"
1770,Sherborn,MA,42.231025,-71.37202,-5,1,"42.231025, -71.37202"
1831,Haverhill,MA,42.771095,-71.122054,-5,1,"42.771095, -71.122054"
1851,Lowell,MA,42.630915,-71.33238,-5,1,"42.630915, -71.33238"
1945,Marblehead,MA,42.497146,-70.86323,-5,1,"42.497146, -70.86323"
2178,Belmont,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
2140,Cambridge,MA,42.393327,-71.12837,-5,1,"42.393327, -71.12837"
2205,Boston,MA,42.350334,-71.053877,-5,1,"42.350334, -71.053877"
2222,Boston,MA,42.367797,-71.06282,-5,1,"42.367797, -71.06282"
1937,Hathorne,MA,42.635443,-70.879123,-5,1,"42.635443, -70.879123"
1370,Shelburne Falls,MA,42.603447,-72.72754,-5,1,"42.603447, -72.72754"
1606,Worcester,MA,42.311342,-71.79531,-5,1,"42.311342, -71.79531"
1731,Hanscom AFB,MA,42.459085,-71.27556,-5,1,"42.459085, -71.27556"
2452,Waltham,MA,42.392496,-71.22153,-5,1,"42.392496, -71.22153"
2492,Needham,MA,42.278247,-71.23388,-5,1,"42.278247, -71.23388"
1342,Deerfield,MA,42.542322,-72.6091,-5,1,"42.542322, -72.6091"
2666,Truro,MA,41.992804,-70.05427,-5,1,"41.992804, -70.05427"
2781,Westport,MA,41.522877,-71.069344,-5,1,"41.522877, -71.069344"
2649,Mashpee,MA,41.613743,-70.48754,-5,1,"41.613743, -70.48754"
2366,South Carver,MA,41.854063,-70.66088,-5,1,"41.854063, -70.66088"
2645,Harwich,MA,41.707332,-70.05679,-5,1,"41.707332, -70.05679"
2125,Boston,MA,42.316852,-71.05811,-5,1,"42.316852, -71.05811"
2662,South Orleans,MA,41.756694,-69.984123,-5,1,"41.756694, -69.984123"
1380,Wendell Depot,MA,42.594455,-72.36314,-5,1,"42.594455, -72.36314"
2331,Duxbury,MA,41.970474,-70.701357,-5,1,"41.970474, -70.701357"
2346,Middleboro,MA,41.889582,-70.89406,-5,1,"41.889582, -70.89406"
1607,Worcester,MA,42.229543,-71.79501,-5,1,"42.229543, -71.79501"
2493,Weston,MA,42.358663,-71.28831,-5,1,"42.358663, -71.28831"
2027,Dedham,MA,42.180048,-71.08923,-5,1,"42.180048, -71.08923"
2349,Middleboro,MA,41.970474,-70.701357,-5,1,"41.970474, -70.701357"
2718,East Taunton,MA,41.876249,-71.01827,-5,1,"41.876249, -71.01827"
2350,Monponsett,MA,42.018525,-70.847486,-5,1,"42.018525, -70.847486"
1655,Worcester,MA,42.364807,-71.896868,-5,1,"42.364807, -71.896868"
2212,Boston,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
2421,Lexington,MA,42.439295,-71.23553,-5,1,"42.439295, -71.23553"
1252,North Egremont,MA,42.198648,-73.446234,-5,1,"42.198648, -73.446234"
1984,Wenham,MA,42.600518,-70.87618,-5,1,"42.600518, -70.87618"
2642,Eastham,MA,41.844087,-69.98921,-5,1,"41.844087, -69.98921"
1002,Amherst,MA,42.377651,-72.50323,-5,1,"42.377651, -72.50323"
2206,Boston,MA,42.338947,-70.919635,-5,1,"42.338947, -70.919635"
1031,Gilbertville,MA,42.33071,-72.18833,-5,1,"42.33071, -72.18833"
2192,Needham,MA,42.180048,-71.08923,-5,1,"42.180048, -71.08923"
2648,Marstons Mills,MA,41.667689,-70.4168,-5,1,"41.667689, -70.4168"
1951,Newbury,MA,42.780141,-70.86866,-5,1,"42.780141, -70.86866"
2239,Cambridge,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
2158,Newton,MA,42.353696,-71.188149,-5,1,"42.353696, -71.188149"
1152,Springfield,MA,42.170731,-72.604842,-5,1,"42.170731, -72.604842"
1244,Mill River,MA,42.139104,-73.20312,-5,1,"42.139104, -73.20312"
2557,Oak Bluffs,MA,41.417376,-70.560032,-5,1,"41.417376, -70.560032"
1039,Haydenville,MA,42.381475,-72.69259,-5,1,"42.381475, -72.69259"
2189,Weymouth,MA,42.2112,-70.93111,-5,1,"42.2112, -70.93111"
2266,Boston,MA,42.338947,-70.919635,-5,1,"42.338947, -70.919635"
2203,Boston,MA,42.361485,-71.060364,-5,1,"42.361485, -71.060364"
1096,Williamsburg,MA,42.415236,-72.78271,-5,1,"42.415236, -72.78271"
1508,Charlton City,MA,42.109748,-72.079455,-5,1,"42.109748, -72.079455"
2284,Boston,MA,42.338947,-70.919635,-5,1,"42.338947, -70.919635"
2625,Barnstable Town,MA,41.640528,-70.433279,-5,1,"41.640528, -70.433279"
1229,Glendale,MA,42.279292,-73.343545,-5,1,"42.279292, -73.343545"
1516,Douglas,MA,42.061437,-71.72887,-5,1,"42.061437, -71.72887"
1609,Worcester,MA,42.271743,-71.81348,-5,1,"42.271743, -71.81348"
1718,Village Of Nagog Woods,MA,42.519739,-71.42721,-5,1,"42.519739, -71.42721"
2104,Boston,MA,42.338947,-70.919635,-5,1,"42.338947, -70.919635"
2128,Boston,MA,42.378297,-71.0255,-5,1,"42.378297, -71.0255"
2650,North Chatham,MA,41.702265,-69.96958,-5,1,"41.702265, -69.96958"
1471,Groton,MA,42.446396,-71.459405,-5,1,"42.446396, -71.459405"
1355,New Salem,MA,42.485899,-72.33345,-5,1,"42.485899, -72.33345"
1034,Granville,MA,42.086224,-72.94464,-5,1,"42.086224, -72.94464"
1820,Pinehurst,MA,42.540779,-71.238175,-5,1,"42.540779, -71.238175"
2295,Boston,MA,42.338947,-70.919635,-5,1,"42.338947, -70.919635"
1114,Springfield,MA,42.170731,-72.604842,-5,1,"42.170731, -72.604842"
1582,Westborough,MA,42.364807,-71.896868,-5,1,"42.364807, -71.896868"
2045,Hull,MA,42.286347,-70.87663,-5,1,"42.286347, -70.87663"
